,Bio,Hashtags,Location,Location Coordinates,Mentions,Name,Number Following,Number of Followers,Number of Tweets,Time,Tweet,Tweet ID,Username,Web
640,"Run my own business, Scots born and raised, passionate Republican & Patriot, despise UK Unionists",,Ireland,,,HighlanderMSP,1002,1228,34568,Sat Jul 06 08:53:15 +0000 2019,"All of the below - except point 5. Scotland will never have the chance for Indy with Nicola Sturgeon at the helm, that’s the realisation many are now waking up to. https://t.co/ST8llCVYXS",1147428283958661120,Highlander Patriot CyberNat 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇮🇪,https://t.co/ST8llCVYXS
645,,,,,change_es,ToniCiber,40,159,5838,Sat Jul 06 08:41:23 +0000 2019,"First Minister, Nicola Sturgeon.: Release all the Catalan Political Prisoners, being held by Spain. Free them now. - ¡Firma la petición! https://t.co/RBkqWEMk1I via @change_es",1147425298465599488,Toni,https://t.co/RBkqWEMk1I
646,Don’t take life too seriously nobody gets out alive anyway,,"Wales, United Kingdom",,Richard64114322 Cymro1998 thekateadie curlewcalls,Jmcmltd672,1561,774,8986,Sat Jul 06 08:40:45 +0000 2019,@Richard64114322 @Cymro1998 @thekateadie @curlewcalls I still believe Scotland will vote the same way as the last time. At least it shuts up Nicola Sturgeon,1147425138419339266,jason martin 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇧,
649,Hi! Follow me to see the better news about architecture.,,USA,,,DaArchitecture,9403,12677,51936,Sat Jul 06 08:33:11 +0000 2019,Scotland's first minister prioritises design with rotating exhibition https://t.co/OhvwVDV3Hh,1147423234553450497,DaArchitecture,https://t.co/OhvwVDV3Hh
660,"I love @BelfastGray messing with music production software #TranceFamily and some of the comedy on here. Tweets to be taken with a pinch of salt, and tequila.",,"South Ayrshire, Scotland",,scotfax ace1uk GlennBBC NicolaSturgeon BBCScotlandNews theresa_may UN ScotNational,whannel,1375,486,7687,Sat Jul 06 08:02:03 +0000 2019,"@scotfax @ace1uk @GlennBBC @NicolaSturgeon @BBCScotlandNews @theresa_may @UN @ScotNational I've stated I'm waiting on the upcoming economic case https://t.co/hBdxy7rubn

I think the case for the EU will help my case as your new PM will end up coting us £238bn/yr, rather than just £100n/yr when they promised £350m a week on the Boris bus. We didn't vote for this.",1147415398767353857,David Whannel,https://t.co/hBdxy7rubn
661,"I love @BelfastGray messing with music production software #TranceFamily and some of the comedy on here. Tweets to be taken with a pinch of salt, and tequila.",,"South Ayrshire, Scotland",,scotfax,whannel,1375,486,7687,Sat Jul 06 07:59:30 +0000 2019,"@scotfax Nicola has said it, not me https://t.co/hBdxy7rubn",1147414755965067265,David Whannel,https://t.co/hBdxy7rubn
670,"Madre. Empresariales UB. Aprendo deTwitter, es el  brainstorming.",,,,UKChange,Chipy__,455,82,8275,Sat Jul 06 07:16:19 +0000 2019,"First Minister, Nicola Sturgeon.: Release all the Catalan Political Prisoners, being held by Spain.... https://t.co/yiq7KBNl5M vía @UKChange",1147403887105708032,Chipy,https://t.co/yiq7KBNl5M
671,This is a semi automated account though we'll tweet stuff occasionally of interest to us,,"Govan, Scotland",,,GovanSnp,676,462,20950,Sat Jul 06 07:03:24 +0000 2019,"R/T ScotNational Not best pleased.

https://t.co/MeyGBMTqJt",1147400639913353216,Govan SNP,https://t.co/MeyGBMTqJt
679,"Did you Vote for Brexit, Vote for Leave, Vote for security and prosperity, did you reject false promises! And Reject remoaners lies and scaremongering!",,"North West, England",,,_patriot__,377,292,992,Sat Jul 06 06:27:29 +0000 2019,Brexit LIVE: Nicola Sturgeon failing to prepare for no deal -'Disappointing!' https://t.co/p8umU98Oyb,1147391597946032128,Leave means Leave 👍,https://t.co/p8umU98Oyb
684,"Retweets are not endorsements. 

https://t.co/qra4K9HEGV https://t.co/6Zmkw0bT8S",,"Sydney, New South Wales",,,OzRepublic1776,3034,2161,96117,Sat Jul 06 05:29:11 +0000 2019,Brexit LIVE: Nicola Sturgeon attacked for failing to prepare for no deal -'Disappointing!' https://t.co/bTza7FedXh,1147376927562297344,Gimme Some Truth,https://t.co/bTza7FedXh
685,"Windows and doors excite me! Home improvement business owner, blogger, and so much more! I run http://t.co/CwGCF73Qnq - when I'm not procrastinating!",,,,,emmafparkes,315,514,71271,Sat Jul 06 05:24:25 +0000 2019,Scotland's first minister prioritises design with rotating exhibition - Dezeen https://t.co/ZzQspb6vkX,1147375729761488897,Emma Parkes,https://t.co/ZzQspb6vkX
686,The world's most influential architecture and design magazine.,,London,,,dezeen,15108,937102,109323,Sat Jul 06 05:23:01 +0000 2019,Scotland's first minister prioritises design with rotating exhibition: https://t.co/tV7W0K3lr3 https://t.co/LeAsTD17iA,1147375374139035648,Dezeen,https://t.co/tV7W0K3lr3
689,"Coffee lover (occasional stirrer), lifetime learner, philosphisationer.",,Earth (for now),,,SnobFree,175,43,3114,Sat Jul 06 02:58:19 +0000 2019,"Let me fix that headline for you:

""Boris follows SNP's lead by promising to increase number of police in England""
Is better, but still ignores fact he is just reversing an earlier cut his party made...

Ah yes - got it: ""Boris talks keech!"" 

  https://t.co/7yx50q9rdf",1147338960345001984,Sgt Pinback,https://t.co/7yx50q9rdf
696,the human equivalent of a trash can... video gamer... YTP artist,,Soar's Gibbet,,AJHanus18,Jake_kuhn4,73,48,1044,Sat Jul 06 01:44:14 +0000 2019,@AJHanus18 Take a look at this: https://t.co/upRvuF0jVQ,1147320317435678720,gunther,https://t.co/upRvuF0jVQ
698,Love to read and write stories.Want to act in and write my own https://t.co/U9uGphLYTP interested in all aspects of film making. I am developing nd designing sports footwear.,,N.Ireland.,,,kfm_f,121,36,2899,Sat Jul 06 01:30:48 +0000 2019,Scotland is considering giving each citizen a universal basic income https://t.co/cF0JuEclid,1147316935312494595,Kieran. F .Rafferty,https://t.co/cF0JuEclid
703,outwith the scotnat enclaves of Scotland.,,Royal Deeside,,STVNews,PeterMcPeeps,96,212,12713,Sat Jul 06 00:39:44 +0000 2019,@STVNews Nicola Sturgeon speaks for less than 50% of nats.,1147304084153733125,Sandy Strachan,
709,"I don't hide behind fake names, I say what I believe and I hate Socialism with every fibre of my being!",,Calderdale Yorkshire,,crosscrosslet BorisJohnson,gc141432,25,13,1304,Fri Jul 05 23:55:12 +0000 2019,"@crosscrosslet @BorisJohnson I can name a few - #1 Jeremy Corbyn, #2 Nicola Sturgeon, #3 Caroline Lucas, #4 John McDonald, #5 Theresa May, #6 John Major and they're just the elitest knobs that think they can!",1147292879133560832,Chris Graham,
710,Leaver from Birmingham who cares about democracy and doesnt mind a few cakes! 🍰,,"Birmingham, England",,,LeslieH24367191,4996,3343,36803,Fri Jul 05 23:50:32 +0000 2019,"SNP only work on INDEPENDENCE

Brexit LIVE: Nicola Sturgeon attacked for failing to prepare for no deal -'Disappointing!' https://t.co/TKrlNXsTr0",1147291703247888386,Leslie Harrington,https://t.co/TKrlNXsTr0
711,😇😇😇😇😇,,"Blue Bell, PA",,,junemcallister3,2583,1702,19923,Fri Jul 05 23:44:30 +0000 2019,This is what sturgeon has brought to scotland https://t.co/rJ4M9Yru8i,1147290184381325312,june mcallister,https://t.co/rJ4M9Yru8i
713,Insight Consultancy - National and International Government Liaison and Renewable Energy Related Business Development .. (and one of the 45),VoteSNP Indyref2,Scotland,,berniespofforth,mdrogerson,2144,829,11776,Fri Jul 05 23:11:45 +0000 2019,"@berniespofforth Nicola Sturgeon
#VoteSNP for #Indyref2",1147281943442145285,Malcolm Rogerson,
714,Ex-professional football player. Ex-nightclub owner. BBC Scotland. Views my own.,,United Kingdom,,,AgentP22,3370,11702,51975,Fri Jul 05 22:58:16 +0000 2019,"Quite right too.

https://t.co/w2xSbEICqJ",1147278548455120898,Agent P 🇬🇧🏴󠁧󠁢󠁳󠁣󠁴󠁿,https://t.co/w2xSbEICqJ
716,"The best lack all conviction, while the worst are full of passionate intensity.",,,,antianti69,bea_johanssen,901,990,6742,Fri Jul 05 22:49:49 +0000 2019,"@antianti69 As an SNP councillor for Govanhill and as Sturgeon's campaign manager, she knows perfectly well.

The reasonable facade is purely for public consumption.",1147276423184433154,Bea Johanssen,
720,New Internationalist subscriber many years ago. Nationalism is an anachronism. And only a nationalist assumes their critics are a different sort of nationalist.,,,,,JustOneWeeWorld,963,2135,48166,Fri Jul 05 22:29:14 +0000 2019,She's quite good at understatement sometimes ... https://t.co/pc8ZyIRVOu,1147271245802737664,Old Internationalist,https://t.co/pc8ZyIRVOu
724,Discussion sans frontières,,Jard-sur-Mer,,UH60Andy AgentP22,MrBucksboy,1166,426,15674,Fri Jul 05 22:15:59 +0000 2019,@UH60Andy @AgentP22 One in four voted for Sturgeon / SNP last HR elections. A reflection of their behaviour and performance in office.,1147267907757518850,Bucksboy,
725,,,,,jegteg briever1 mik61scot,No431onthelist,564,651,23646,Fri Jul 05 22:15:03 +0000 2019,"@jegteg @briever1 @mik61scot Bless Jim. Give up now while you are behind son. The only people threatening them, were the SNP! 👇
https://t.co/WTLfdPu38Z",1147267673732071425,Conundrum,https://t.co/WTLfdPu38Z
731,WE HAVE BEEN BETRAYED @Brexit. SALVINI 🇬🇧 Brexit betrayed https://t.co/vlYerigE0S. on Telegram,,United Kingdom,,,nsyates37,4927,2648,15944,Fri Jul 05 21:59:47 +0000 2019,New Drugs Tsar In Scotland.  Basically a fall guy that Sturgeon can blame,1147263831288307713,Nate Yates. Sign up TRNews.com,
736,Scottish journalist and blogger based in Dublin. Writing on politics and society. Columnist for iScot Magazine and author of the Random Public Journal. @RPJblog,,Dublin | Glasgow,,,Jeggit,198,8205,44225,Fri Jul 05 21:24:43 +0000 2019,"Personally, I'm more upset that Mrs Saxe-Coburg und Gotha didn't curtsy to the democratically elected leader of the sovereign Scots. https://t.co/5rO3vktZ0i https://t.co/MmhBEwr9cK",1147255006904639488,Jason Michael,https://t.co/5rO3vktZ0i
741,Not everyone's cup of tea.,,,,,ducksandchucks,776,1408,138618,Fri Jul 05 21:12:18 +0000 2019,Sturgeon thinks she can wrangle a successful Scottish independence vote.  Not when oil is at this price she can’t.,1147251884094365697,Ducks,
748,British & Proud! Hate SNP lies!,sturgeonfail snpout,,,theSNP,angusmcBritain,234,50,2781,Fri Jul 05 20:54:50 +0000 2019,"@theSNP Disastrous!!! Watch out Scotland, The SNP’s big words once more!!! Just remember breaking up a 300y+ successful Union is just fine! Now liar sturgeon has been labelled untrustworthy by the current PM! #sturgeonfail #snpout",1147247485456474113,Angus McBritain,
758,,,,,Seajay34997007,JoanMcGahan,189,66,2179,Fri Jul 05 20:38:07 +0000 2019,@Seajay34997007 Nicola Sturgeon will get old herself one day but she won’t realise it until it’s too late.  Her obsession with one small particular part of the community is astounding.,1147243278884098049,Born optimist,
760,Politics | Bass | Drums | Food | Rangers | Travel | Live Music | Horse Racing,,"Scotland, United Kingdom",,magso5,AlanRodger9,386,236,3006,Fri Jul 05 20:22:05 +0000 2019,"@magso5 Oh right, so Nicola Sturgeon has not spent all her political days arguing Scotland’s inferiority to England within the UK?  That’s not the beating heart of her nationalism?",1147239246421475328,Alan Rodger,
762,"Labour Party social democrat, Pompey fan, Fabian.",,"Jordanhill, Glasgow, UK",,One_F_in_Finn apmcfadyen,Planet_Pedro,550,1715,80186,Fri Jul 05 20:12:27 +0000 2019,"@One_F_in_Finn @apmcfadyen My condemnation of the SNP and its Yes movement is that such behaviour has been normalised and is now accepted. It is the direct result of the irresponsible espousal of populism by Salmond, Sturgeon etc in 2014.",1147236821727883264,Peter A. Russell2291,
764,"Love Perthshire, have travelled far but here is best for me. I'm BBC free and BT free, can't wait to be Westmonster free! 🦄",,"Perthshire, Scotland",,,The_Lady_Driver,755,131,2758,Fri Jul 05 20:07:51 +0000 2019,He completely misses the point that Nicola Sturgeon and the Scottish Government and the parliament have been voted into their posts by the people of Scotland - so he clearly doesn’t believe in democracy. https://t.co/nJN3xArqPs,1147235663831535617,Marian Wallace,https://t.co/nJN3xArqPs
766,Politics | Bass | Drums | Food | Rangers | Travel | Live Music | Horse Racing,,"Scotland, United Kingdom",,magso5,AlanRodger9,386,236,3006,Fri Jul 05 20:04:36 +0000 2019,"@magso5 It is common knowledge that use of Tory is Sturgeon’s attack on the supposed English dominance of UK, and is in fact an attack on the English as well as Scottish supporters of remaining in that Union with the English.  She utilises that.",1147234843807424512,Alan Rodger,
768,Still trying to reach my full potential...,,Scotland,,PM4EastRen,magso5,721,546,34868,Fri Jul 05 19:56:25 +0000 2019,@PM4EastRen Most Independence supporters have been decrying this behaviour and why you would link Nicola Sturgeon to this is beyond me.,1147232784794214400,Magso,
773,The newspaper that supports an independent Scotland. Find our Sunday paper at @SunScotNational.,,Scotland,,,ScotNational,1003,82003,67089,Fri Jul 05 19:37:00 +0000 2019,"Not best pleased.

https://t.co/veO0Vcu9LW",1147227898857701376,The National,https://t.co/veO0Vcu9LW
774,I am openly gay and have a disability - all opinions are my own I Married my partner on the 14/04/14.  I am an aspiring solicitor currently studying the LPC .,crystalmaze,"Brackley, England",,,robpw2,3821,1329,95915,Fri Jul 05 19:31:29 +0000 2019,Susan calmans other character is Nicola sturgeon ..  #crystalmaze,1147226513026310145,Rob Gilbert-Warsop,
777,"Committed to the deliverance of an Independent Scottish Republic as an equal member of the community of nations.
Freedom is not an aspiration but a right🏴󠁧󠁢",,"Perth, Scotland",,macleodalison GlennBBC DavidMundellDCT BorisJohnson,Scotlandscreams,1733,2408,39950,Fri Jul 05 19:25:28 +0000 2019,@macleodalison @GlennBBC @DavidMundellDCT @BorisJohnson He'll blame Nicola Sturgeon,1147224999226433536,#Vile Lez #DissolveTheUnion,
780,Part of the silent majority who defeated division in 2014. Scottish and British 🇬🇧🏴󠁧󠁢󠁳󠁣󠁴󠁿 blocked by SNP M(S)P's/Wings/Half of Hue & Cry 😉 Like music.,,,,,JoyousCivic,302,1167,1798,Fri Jul 05 19:18:09 +0000 2019,"I'm not saying everyone in the Scottish Nationalist movement is anti English but if you are anti English then you're definitely in the Scottish Nationalist movement... encouraged by Salmond, Russell, Cunningham, Sturgeon et Al https://t.co/ZF0kuaCUCZ",1147223157826301952,Flags'n'Stuff,
792,"Labour Party social democrat, Pompey fan, Fabian.",,"Jordanhill, Glasgow, UK",,jruddy99 apmcfadyen,Planet_Pedro,550,1715,80186,Fri Jul 05 18:57:34 +0000 2019,"@jruddy99 @apmcfadyen Since their uncontrolled embrace of populsim in 2014 attracted the fantical fringe as mass membership of their party, there is no chance they ever will. In fact the leadership encourages it: Sturgeon's thumbs up to AUOB, the Hydro rally to sing Flower of Scotland, they lap it up.",1147217974912258048,Peter A. Russell2291,
793,,,"Scotland, United Kingdom",,WowbaggerSeven NicolaSturgeon,belhavenbear,97,113,1926,Fri Jul 05 18:55:38 +0000 2019,@WowbaggerSeven @NicolaSturgeon Why does Scotland hate itself so much? Sturgeon’s  Legacy. The practical alternative to sectarianism.,1147217490298249216,belhavenbear,
794,"When the time is right, Scotland will decide that Independence in the EU is best.",,,,,Palayo,3593,4037,96365,Fri Jul 05 18:55:15 +0000 2019,First Minister tells May her legacy will be 'Scottish independence' https://t.co/WqPP0763ZA,1147217393753743362,Brian MacIver,https://t.co/WqPP0763ZA
797,"I joined SNP Sept 1965.Was SNP Councillor 12yrs,Will fight for Scottish independence till my dying day.Husband of 50yrs,father,grandfather,Livingston West Loth",,Livingston,,,b12snp,4302,3362,177431,Fri Jul 05 18:53:15 +0000 2019,"You'd back &amp; work with any Prime Minister because you're a professional,  does that include Nicola Sturgeon as PM of Scotland.  DON'T ANSWER THAT https://t.co/wN9DaC1U9X",1147216891364163584,Eddie Malcolm,https://t.co/wN9DaC1U9X
801,"Motherwell fan. Tweets mainly politics, fitba, politics, nostalgia and politics 😁",,Lockerbie,,SkyNews,andalg1,2555,1523,43893,Fri Jul 05 18:41:42 +0000 2019,@SkyNews An amazing performance full of lies and personal attacks on Nicola Sturgeon so just your average Tory in Scotland,1147213985332310016,Andrew Dalgleish,
806,"Politics for STV News across broadcast and digital | All views mine | RTs mostly news/politics, occasionally #lufc | Story? DMs open or dan.vevers@stv.tv",,Scotland,,NicolaSturgeon,DanVevers,1467,2177,15065,Fri Jul 05 18:23:41 +0000 2019,"@NicolaSturgeon He says he will 'send Corbyn and Sturgeon packing', describing the current Scottish Government as the 'most bullying, most duplicitous, most anti-business' one Scotland has had.",1147209449960038400,Dan Vevers,
808,"Journalist for @HuffPostUK in Westminster.  rachel.wearmouth@huffpost.com.  Formerly: @TheNorthernEcho, @ChronicleLive, @TheJournalNews & @Sunday_Post",,United Kingdom,,ScotTories PeteWishart,REWearmouth,4744,7790,31104,Fri Jul 05 18:21:32 +0000 2019,"Hunt is up, tells @ScotTories his party will take @PeteWishart's Perth &amp; N Perthshire seat which SNP won by just 21 seats. But the biggest cheer comes when he says he would tell Sturgeon ""no"" if she asks for Indy ref 2 https://t.co/GDlQz1Gqii",1147208907351351297,Rachel Wearmouth,
810,Onwards and upwards.....,,Yarm,,,milliemandu,24,21,2617,Fri Jul 05 18:21:11 +0000 2019,Brexit LIVE: Nicola Sturgeon attacked for failing to prepare for no deal -'Disappointing!' https://t.co/9yv8rt2TzL,1147208820780949506,Milliemandu,https://t.co/9yv8rt2TzL
